Movie Title,tmdb_popularity,imdbRating,Unnamed: 3,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Revenue-Worldwide,Profit,Verdict
Blended,141.544,6.5,74.0,46.5,4.076,11.18666667,16.4402,0.544615385,40000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,127994610,2.19986525,hit
Sex Tape,118.678,5.1,84.0,70.375,5.916,1.862666667,13.1228,0.090128755,40000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126069509,2.151737725,hit
Fury,181.379,7.6,34.0,52.625,11.481,4.752,21.5964,-0.589285714,68000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211817906,2.114969206,hit
Dracula Untold,34.839,6.2,59.0,67.0,1.96,7.372,16.5592,0.523966942,70000000.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217124280,2.101775429,hit
Need for Speed,128.145,6.4,76.0,64.875,2.579,2.114,16.2938,0.412621359,66000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203277636,2.079964182,hit
300: Rise of an Empire,79.852,6.2,27.0,38.25,5.563,4.8262,17.9314,0.474383302,110000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337580051,2.068909555,hit
Magic in the Moonlight,15.081,6.5,144.0,60.125,13.842,1.063333333,21.3872,0.135135135,16800000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51029361,2.037461964,hit
Planes: Fire & Rescue,28.001,6.0,54.0,48.125,2.89,1.176,14.2098,0.828898895,50000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151165787,2.02331574,hit
X-Men: Days of Future Past,101.74,8.0,7.0,41.0,11.971,6.80175,24.2944,0.540425532,250000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,747862775,1.9914511,hit
Hercules,115.764,7.3,44.0,56.875,3.416,2.242333333,13.4404,0.551617874,85000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252712101,1.973083541,hit
August: Osage County,10.619,7.2,85.0,60.5,3.117,7.9715,16.2228,0.529834651,25000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74188937,1.96755748,hit
Deliver Us from Evil,34.288,6.2,94.0,41.5,5.931,4.75,11.3022,-0.912971405,30000000.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87937815,1.9312605,hit
Big Eyes,15.746,7.0,157.0,48.375,14.466,6.19375,13.7452,0.455380577,10000000.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29253166,1.9253166,hit
Think Like a Man Too,30.195,5.7,48.0,26.625,1.493,2.638,11.2396,0.811305409,24000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70181428,1.924226167,hit
The Nut Job,24.418,5.7,49.0,42.125,2.744,0.72,18.9788,0.632653061,42000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122529966,1.917380143,hit
Noah,132.902,5.8,29.0,45.625,,,36.2566,0.424063116,125000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362637473,1.901099784,hit
Night at the Museum: Secret of the Tomb,51.337,6.2,46.0,37.875,33.013,21.2905,18.2318,0.764542936,127000000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363204635,1.859879016,hit
Penguins of Madagascar,131.386,6.7,43.0,45.5,,0.9625,7.4366,0.628205128,132000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373552094,1.829940106,hit
The Giver,20.535,6.4,75.0,43.0,7.575,7.891333333,14.763,0.834797891,25000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,66980456,1.67921824,hit
The November Man,24.871,6.3,103.0,41.625,7.129,2.475,20.3302,-0.01217656,15000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39661919,1.644127933,hit
Horrible Bosses 2,29.012,6.3,63.0,50.75,5.452,2.3644,15.1388,-0.579209979,42000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107670357,1.563579929,hit
Brick Mansions,36.503,5.6,114.0,53.625,0.6,0.804,11.979,0.673280423,28000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71416730,1.5505975,hit
A Most Wanted Man,10.802,6.8,125.0,61.5,2.842,1.2132,16.6692,0.495583906,15000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36233517,1.4155678,hit
The Expendables 3,79.987,6.1,81.0,63.875,5.413,3.8536,34.8588,0.246786632,90000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,214657577,1.385084189,hit
Jack Ryan: Shadow Recruit,44.919,6.2,66.0,43.75,27.071,1.79925,23.815,0.685875706,60000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135511030,1.258517167,hit
The Monuments Men,31.668,6.1,41.0,46.125,20.544,14.271,21.6284,0.579263712,70000000.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155641650,1.223452143,hit
Snowpiercer,66.123,7.1,166.0,43.375,11.709,3.4515,17.0388,0.556644213,39200000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,86758912,1.213237551,hit
A Million Ways to Die in the West,23.33,6.1,77.0,45.25,11.601,5.070666667,27.4266,-0.678396072,40000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87189756,1.1797439,hit
Top Five,16.53,6.4,112.0,45.5,19.252,0.8655,16.1718,0.728426396,12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26117471,1.176455917,hit
Her,31.562,8.0,106.0,90.25,9.235,5.910666667,22.013,0.234856536,23000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,48517427,1.109453348,hit
Annie,43.639,5.3,57.0,67.125,5.607,11.85416667,17.8104,0.425129088,65000000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136853506,1.105438554,hit
A Walk Among the Tombstones,77.602,6.5,101.0,37.0,7.779,5.545,23.4044,0.759935118,28000000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58834384,1.101228,hit
This Is Where I Leave You,11.915,6.6,88.0,38.75,33.013,12.16966667,15.5,0.248587571,19800000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41296320,1.085672727,hit
Edge of Tomorrow,76.451,7.9,31.0,52.875,,0.6,20.516,0.513176144,178000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,370541256,1.081692449,hit
When the Game Stands Tall,12.106,6.6,95.0,38.5,6.444,1.037,15.5812,0.733021077,15000000.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30138754,1.009250267,hit
The Book of Life,94.011,7.2,69.0,38.125,3.321,3.755666667,18.4984,0.713531353,50000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99783556,0.99567112,hit
Exodus: Gods and Kings,252.699,6.0,60.0,64.0,10.645,6.117,20.3116,0.382284382,140000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268175631,0.915540221,hit
Step Up All In,44.888,6.0,130.0,58.25,1.396,2.56875,6.2608,0.604417671,45000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,86165646,0.914792133,hit
3 Days to Kill,20.469,6.2,93.0,44.625,6.819,1.595,28.5584,-0.832981864,28000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53260230,0.902151071,hit
Mr. Peabody & Sherman,46.835,6.8,26.0,54.125,7.405,1.15,10.6838,0.905362776,145000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275698039,0.901365786,hit
Thunder and the House of Magic,25.244,6.2,,45.5,,2.4886,2.4638,-0.299435028,34000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64197205,0.888153088,hit
RoboCop,38.357,7.6,56.0,80.625,2.722,1.925,12.0512,0.446899501,130000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,242688965,0.866838192,hit
The Boxtrolls,30.624,6.8,67.0,42.375,,1.341,15.0392,0.812758906,60000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108255770,0.804262833,hit
Left Behind,60.304,3.1,134.0,41.875,4.164,0.758,16.4588,0.25095057,16000000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,27405896,0.7128685,hit
Jersey Boys,14.79,6.8,72.0,46.625,31.857,13.012,5.4268,0.639370079,40000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67647013,0.691175325,hit
The Judge,28.748,7.4,73.0,84.625,0.6,0.6,23.1422,0.242520688,50000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84419388,0.68838776,hit
Muppets Most Wanted,20.818,6.4,64.0,46.125,6.873,2.601,5.768,0.75,50000000.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80383290,0.6076658,hit
Dolphin Tale 2,13.079,6.4,80.0,37.625,12.669,2.01725,11.9578,0.765384615,36000000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57824533,0.606237028,hit
The Physician,22.067,7.2,,82.5,2.381,,13.9522,0.103053435,36000000.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57284237,0.591228806,hit
The Gambler,16.218,6.0,119.0,25.5,2.588,,21.8372,0.328888889,25000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39280992,0.57123968,hit
Million Dollar Arm,13.979,7.0,86.0,66.875,4.636,2.544333333,12.9944,0.661202186,25000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38483455,0.5393382,hit
The Best of Me,28.98,6.7,100.0,50.25,0.6,,17.9284,0.877022654,26000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38609668,0.484987231,hit
And So It Goes,16.87,5.8,129.0,28.75,9.363,6.418,9.691,0.183539095,18000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25312387,0.406243722,hit
The Railway Man,13.016,7.1,167.0,52.125,2.453,1.353,16.3116,0.287726358,18000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24174885,0.343049167,hit
Draft Day,12.238,6.8,97.0,64.625,13.345,5.861,16.7802,0.556561086,25000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29824199,0.19296796,hit
"I, Frankenstein",27.923,5.1,,37.125,5.505,1.5182,15.9138,33.20512821,65000000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,76801179,0.1815566,hit
Pompeii,23.75,5.5,109.0,52.25,12.24,4.71575,14.5198,0.40312213,100000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117831631,0.17831631,hit
Get on Up,13.387,6.9,92.0,45.5,9.105,4.6606,12.326,0.675720165,30000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33448971,0.1149657,hit
Transcendence,23.786,6.2,110.0,37.5,3.303,2.537285714,36.3332,0.376461419,100000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103039258,0.03039258,hit
The Legend of Hercules,30.932,4.2,120.0,39.625,15.945,8.0345,13.4196,0.351290685,70000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61279452,-0.124579257,flop
Sin City: A Dame to Kill For,63.765,6.5,135.0,49.375,,5.72425,23.183,-0.982250908,65000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39407616,-0.393728985,flop
Winter's Tale,19.905,6.2,138.0,39.5,4.941,2.482,30.5368,0.437928408,60000000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30800231,-0.486662817,flop
The Tale of The Princess Kaguya,17.773,8.0,,35.125,5.153,2.028,4.4162,0.663841808,49300000.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24434485,-0.504371501,flop
Mr. Six,24.946,6.9,,39.75,,,7.07,,250000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139191345,555.76538,hit
The Gallows,23.118,4.2,100.0,38.875,,1.986,1.8882,-0.047204067,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,42964410,428.6441,hit
Unfriended,35.357,5.6,79.0,38.375,3.67,5.7445,5.2876,-0.050251256,1000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,62882090,61.88209,hit
War Room,87.856,6.5,42.0,33.625,3.808,0.98,2.3392,-0.308520179,3000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73267874,23.42262467,hit
The Visit,56.293,6.2,45.0,52.25,9.345,5.584,9.8976,0.305466238,5000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,98450062,18.6900124,hit
The Lazarus Effect,21.512,5.2,95.0,31.75,1.646,2.621666667,14.8402,0.129303749,3300000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,64110728,18.42749333,hit
Youth,13.267,7.3,,94.5,11.763,0.651,20.4712,44.8856799,13360000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,227091290,15.99785105,hit
Lost in Hong Kong,3.948,5.4,,24.5,5.817,5.817,5.0336,-30.10492333,15600000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256283912,15.4284559,hit
Minions,73.585,6.4,7.0,70.125,,4.2655,16.6898,0.41789993,74000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159398397,14.66754591,hit
Fifty Shades of Grey,175.679,4.2,17.0,44.5,5.508,4.010666667,12.5476,0.579384871,40000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,571006128,13.2751532,hit
The Boy Next Door,20.098,4.7,73.0,45.0,5.541,5.8494,9.2424,0.420529801,4000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52425855,12.10646375,hit
"Dragon Ball Z: Resurrection ""F""",384.688,7.3,144.0,46.125,2.646,,7.1378,0.71932299,5000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61768190,11.353638,hit
Bajrangi Bhaijaan,8.815,8.1,146.0,21.75,2.102,3.2636,4.9616,0.630695444,13000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000000,10.53846154,hit
Insidious: Chapter 3,70.113,6.1,57.0,40.125,8.218,7.299333333,14.644,0.389671362,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,112983889,10.2983889,hit
Jurassic World,190.031,7.0,1.0,37.5,6.416,4.4735,22.2394,0.567776917,150000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1671713208,10.14475472,hit
No Escape,51.398,6.8,89.0,54.5,6.056,1.205,24.3334,-0.189973615,5000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54418872,9.8837744,hit
Pitch Perfect 2,55.449,6.4,13.0,41.5,31.109,11.78,22.7426,0.923539519,29000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,287506194,8.91400669,hit
American Sniper,125.769,7.3,6.0,59.625,31.857,15.4872,15.3828,0.366266761,58800000.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547426372,8.309972313,hit
Still Alice,14.937,7.5,108.0,41.5,,4.117,17.9942,0.645244216,5000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44779195,7.955839,hit
The Big Shot,3.726,6.7,,,6.129,,3.5914,,15000000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133400000,7.893333333,hit
The Second Best Exotic Marigold Hotel,9.901,6.5,78.0,43.875,5.349,3.5825,17.92,0.996789727,10000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85978266,7.5978266,hit
Star Wars: Episode VII - The Force Awakens,88.269,7.9,2.0,22.125,10.586,5.447,16.9418,-0.915526951,245000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2068223624,7.441729078,hit
Furious 7,145.163,7.2,5.0,32.625,13.692,18.18066667,22.463,-0.693469569,190000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1515047671,6.973935111,hit
Magic Mike XXL,33.687,5.6,43.0,42.875,4.44,12.9325,14.535,0.478645066,14800000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117813057,6.960341689,hit
Paranormal Activity: The Ghost Dimension,30.535,4.6,109.0,52.875,4.133,4.103,6.5902,-0.859507469,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,78903124,6.8903124,hit
Mojin: The Lost Legend,35.809,5.9,,33.875,2.087,,10.9844,-77.27272727,37000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278300000,6.521621622,hit
Straight Outta Compton,71.291,7.8,19.0,40.75,5.49,4.974666667,7.6626,0.605454546,28000000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,201634991,6.201249679,hit
Paper Towns,24.139,6.3,81.0,47.5,2.658,5.258,16.3088,0.476744186,12000000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85512300,6.126025,hit
Taken 3,156.714,6.0,32.0,47.5,3.334,8.055,21.3006,0.431264729,48000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,326479141,5.801648771,hit
Northern Limit Line,5.87,6.5,,54.875,4.306,2.453,6.6294,30.12048193,6000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40034677,5.672446167,hit
Cinderella,142.998,7.3,10.0,44.625,27.071,4.949,4.3534,0.587687903,90000000.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,542351353,5.026126144,hit
Hotel Transylvania 2,77.854,6.7,16.0,49.0,7.654,2.412,22.7432,0.825795645,80000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474800000,4.935,hit
The Martian,82.263,8.0,9.0,38.0,10.645,7.4318,18.3164,0.657722988,108000000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,630161890,4.834832315,hit
Brooklyn,19.887,7.5,106.0,90.625,1.456,1.225,15.7296,0.368821293,11000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62076141,4.643285545,hit
Woman in Gold,10.704,7.3,77.0,65.625,4.541,1.7905,18.1104,0.22069523,11000000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61619773,4.601797545,hit
The Intern,39.934,7.1,38.0,34.875,3.55,2.474,17.9046,0.300201478,35000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194564672,4.558990629,hit
Sinister 2,28.529,5.3,87.0,39.25,2.016,5.969,6.5554,-0.746150645,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,53329150,4.332915,hit
The DUFF,40.7,6.5,76.0,36.875,1.141,3.424333333,14.7014,0.675466838,8500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43709744,4.142322824,hit
Paddington,45.887,7.3,37.0,64.25,2.023,2.274,10.562,0.649333333,55000000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282370135,4.134002455,hit
Maze Runner: The Scorch Trials,146.197,6.3,33.0,68.75,6.836,3.445,19.8076,0.63973064,61000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,312296056,4.119607475,hit
Kingsman: The Secret Service,115.697,7.7,23.0,47.25,13.649,7.49,25.8374,0.697121402,81000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414351546,4.115451185,hit
The Perfect Guy,10.348,5.6,51.0,31.625,1.231,0.744,9.7758,0.86237785,12000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60273173,4.022764417,hit
Spotlight,20.076,8.1,94.0,80.0,8.539,1.909,14.6336,0.433628319,20000000.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98690254,3.9345127,hit
Inside Out,131.456,8.2,4.0,35.125,,,10.9204,0.364006989,175000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857611174,3.90063528,hit
Huevos: Little Rooster's Egg-cellent Adventure,34.114,5.7,140.0,,,2.969,7.3824,100.0,5300000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25892561,3.885388868,hit
Daddy's Home,34.093,6.1,46.0,28.125,5.452,8.2835,22.0346,0.616677038,50000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242786137,3.85572274,hit
The Big Short,36.826,7.8,97.0,48.375,10.808,10.42275,18.5038,0.177358491,28000000.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133440870,3.765745357,hit
Creed,116.274,7.6,28.0,66.5,7.226,7.847571429,13.5398,0.508412582,37000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173567581,3.691015703,hit
A Walk in the Woods,20.09,6.3,84.0,47.625,4.099,8.248666667,15.6644,0.50834065,8000000.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37461274,3.68265925,hit
Mission: Impossible - Rogue Nation,57.708,7.4,12.0,32.375,8.616,11.45433333,31.5566,0.651865009,150000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,682714267,3.551428447,hit
The SpongeBob Movie: Sponge Out of Water,69.366,6.0,18.0,29.5,,2.1535,12.8686,0.713375796,74000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325186032,3.394405838,hit
San Andreas,155.802,6.1,20.0,58.875,3.815,2.691,27.0506,0.390839695,110000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,473990832,3.309007564,hit
The Danish Girl,25.628,7.1,170.0,68.375,5.218,3.5282,17.0954,0.60971223,15000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64191523,3.279434867,hit
Shaun the Sheep Movie,22.151,7.3,107.0,39.375,,0.911,2.6334,0.796539792,25000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106209378,3.24837512,hit
Bridge of Spies,21.957,7.6,41.0,29.625,29.221,11.04466667,14.9928,0.545526524,40000000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,165478348,3.1369587,hit
Krampus,22.762,6.2,71.0,44.375,3.811,4.13225,14.905,0.273179838,15000000.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61788393,3.1192262,hit
The Hunger Games: Mockingjay - Part 2,90.341,6.5,8.0,44.0,5.18,2.535,16.2316,-0.682092555,160000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,658344137,3.114650856,hit
Trainwreck,40.898,6.2,27.0,36.25,8.039,4.518,13.7342,0.631612492,35000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140795793,3.022736943,hit
Ant-Man,96.577,7.3,14.0,37.5,3.515,11.621,18.8104,0.355263158,130000000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519311965,2.994707423,hit
Avengers: Age of Ultron,231.021,7.3,3.0,59.25,11.677,11.621,27.4548,0.420617005,365000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1405403694,2.850421079,hit
Everest,53.785,7.1,67.0,73.875,7.521,3.323666667,22.1718,0.434061135,55000000.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203427584,2.698683345,hit
Spectre,82.716,6.8,11.0,53.375,8.541,6.928,21.85,0.561377246,245000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,880674609,2.594590241,hit
The Hateful Eight,31.46,7.8,126.0,81.75,35.032,1.957333333,23.688,-0.582716049,44000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155760117,2.540002659,hit
Ode to My Father,8.231,7.8,,46.875,,,9.3214,90.87269816,30000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105365782,2.512192733,hit
