Movie Title,tmdb_popularity,imdbRating,Unnamed: 3,mean_google_trend_popularity,director_popularity,producer_popularity,actors_popularity,TwitterScore,Budget,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Revenue-Worldwide,Profit,Verdict
Diary of a Wimpy Kid: Rodrick Rules,35.59,6.6,65.0,35.0,3.647,2.6065,18.0628,-0.515422078,21000000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72526996,2.453666476,hit
Mr. Popper's Penguins,52.1,6.0,49.0,55.5,4.04,3.532,19.9408,0.66256336,55000000.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187361754,2.406577345,hit
Final Destination 5,93.946,5.9,76.0,41.125,7.932,0.8765,7.9588,0.243243243,47000000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,157887643,2.359311553,hit
The Roommate,14.249,4.8,87.0,44.125,0.771,3.244,11.4168,0.376782077,16000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52545707,2.284106688,hit
Spy Kids 4: All the Time in the World,35.755,3.5,81.0,40.875,,,9.2198,0.523316062,27000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85564310,2.169048519,hit
Water for Elephants,13.06,6.9,55.0,48.0,5.18,1.387,13.767,0.64553094,38000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117094902,2.081444789,hit
Battle Los Angeles,141.66,5.7,37.0,45.5,2.168,6.071,10.4326,-0.225779276,70000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,211819354,2.025990771,hit
Immortals,31.409,6.0,38.0,37.375,2.572,2.324666667,23.2698,0.447957839,75000000.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226904017,2.025386893,hit
I Am Number Four,42.269,6.1,59.0,49.0,5.081,16.464,15.3908,0.771474878,50000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149878437,1.99756874,hit
Thor,182.673,7.0,8.0,77.0,27.071,11.621,25.9926,0.565389696,150000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,449326618,1.995510787,hit
Hop,33.253,5.4,25.0,84.625,4.967,2.311,14.4536,0.479192938,63000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183953723,1.919900365,hit
"Crazy, Stupid, Love.",41.74,7.4,,35.25,,15.088,22.6696,0.115628971,50000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145051197,1.90102394,hit
The Adventures of Tintin,38.472,7.3,74.0,71.375,29.221,15.406,16.2658,0.907183212,130000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373993951,1.876876546,hit
Cars 2,133.706,6.2,7.0,58.25,7.206,2.786,21.275,0.587456446,200000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559852396,1.79926198,hit
Pirates of the Caribbean: On Stranger Tides,278.171,6.6,5.0,46.125,4.192,4.75,22.4654,0.393782383,380000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1045713802,1.751878426,hit
Real Steel,244.759,7.1,35.0,44.0,33.013,11.59666667,16.6302,0.642255347,110000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,299268508,1.7206228,hit
Tinker Tailor Soldier Spy,19.785,7.0,179.0,63.125,3.777,3.057333333,26.013,0.46485623,30000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,81244605,1.7081535,hit
War Horse,26.744,7.2,96.0,44.0,29.221,16.0205,16.6376,-0.424870466,66000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177584879,1.690679985,hit
Just Go with It,126.485,6.4,27.0,48.875,8.054,11.071,14.6634,0.662475182,80000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,214945591,1.686819888,hit
Captain America: The First Avenger,119.236,6.9,10.0,39.625,8.048,11.621,26.412,0.60446571,140000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,370569774,1.646926957,hit
Soul Surfer,70.505,7.0,73.0,52.125,7.761,3.07,12.3006,0.640995261,18000000.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47120948,1.617830444,hit
"Big Mommas: Like Father, Like Son",76.82,4.4,,43.125,4.67,7.5555,13.4184,0.959628583,32000000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83615414,1.612981688,hit
The Rite,91.94,6.0,102.0,39.0,3.485,2.0455,20.6056,0.318566775,37000000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,96560591,1.609745703,hit
The Skin I Live In,41.344,7.6,185.0,34.75,6.799,2.3205,8.1554,0.240574506,13000000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33750478,1.596190615,hit
Dolphin Tale,11.78,6.8,46.0,43.875,12.669,2.204333333,11.6082,0.543615676,37000000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95932565,1.592772027,hit
The Adjustment Bureau,26.972,7.0,53.0,42.0,6.464,2.463,16.469,0.657683904,50200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,127869379,1.547198785,hit
Beastly,16.386,5.5,108.0,55.5,1.286,2.066,12.4124,0.602539683,17000000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,43202283,1.541310765,hit
New Year's Eve,26.288,5.6,72.0,71.375,8.768,3.546,22.2914,0.787671233,56000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142044638,1.536511393,hit
Larry Crowne,11.872,6.1,97.0,42.125,26.792,17.041,20.567,0.619456366,30000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75055070,1.501835667,hit
Elle s'appelait Sarah,14.119,7.5,158.0,12.5,,,5.414,1.0,10000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24792815,1.4792815,hit
Another Year,8.744,7.4,187.0,72.75,4.708,0.631,6.817,0.524634543,8000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19722766,1.46534575,hit
Paul,92.525,7.0,86.0,93.5,5.082,3.537333333,15.7322,0.475515464,40000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97984015,1.449600375,hit
Potiche,8.778,6.4,,62.625,5.03,2.947,8.4722,0.537366548,13200000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32309881,1.447718258,hit
Scream 4,61.792,6.2,83.0,44.625,7.502,7.2815,18.7536,-0.237793852,40000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,97231420,1.4307855,hit
J. Edgar,18.064,6.5,94.0,54.125,31.857,14.06633333,19.0234,0.309827457,35000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84920539,1.426301114,hit
We Bought a Zoo,21.941,7.1,88.0,60.75,1.654,2.183333333,19.9806,0.728923476,50000000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120081841,1.40163682,hit
Hall Pass,40.493,5.9,71.0,39.125,,6.778666667,25.7088,0.45599022,36000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86157237,1.393256583,hit
Abduction,24.916,5.1,107.0,49.125,10.529,0.776,19.4184,-0.788398693,35000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,82087155,1.345347286,hit
Contagion,37.167,6.8,43.0,32.875,4.052,3.655,21.402,-0.622033139,60000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137551594,1.292526567,hit
Season of the Witch,93.068,5.4,112.0,43.375,2.787,,15.5152,-49.06210921,40000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91627228,1.2906807,hit
Moneyball,20.536,7.6,44.0,41.375,1.388,13.55533333,19.7452,0.559532003,50000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110206216,1.20412432,hit
The Lincoln Lawyer,16.498,7.3,56.0,44.625,7.239,1.5054,19.0028,0.680709534,40000000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86752352,1.1688088,hit
Madea's Big Happy Family,13.728,4.7,64.0,30.25,6.343,3.337,6.1948,0.931534434,25000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54161287,1.16645148,hit
The Darkest Hour,21.005,4.9,141.0,43.375,0.84,5.6665,17.778,-0.705592105,30000000.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64626786,1.1542262,hit
Red Riding Hood,30.444,5.4,85.0,46.25,3.8,10.55066667,20.6492,0.47826087,42000000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,90260376,1.149056571,hit
Hanna,19.185,6.8,78.0,68.625,9.492,1.535,16.4302,0.451327434,30000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63782078,1.126069267,hit
Zookeeper,42.722,5.2,40.0,37.0,4.076,12.0548,16.7098,0.49156939,80000000.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169852759,1.123159488,hit
Tower Heist,56.53,6.2,42.0,38.125,3.416,11.29433333,10.2548,0.50752394,75000000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152930623,1.039074973,hit
Monte Carlo,45.901,5.8,117.0,67.375,1.285,8.82425,12.0826,0.634591961,20000000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39782683,0.98913415,hit
Young Adult,28.586,6.3,143.0,66.75,3.473,2.7986,22.3946,0.381246491,12000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22939027,0.911585583,hit
A Very Harold & Kumar Christmas,38.89,6.3,99.0,31.125,0.6,1.4,12.9528,0.611111111,19000000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36192775,0.904882895,hit
The Mechanic,35.454,6.5,106.0,42.75,4.522,1.869333333,22.2894,0.546058879,40000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76130093,0.903252325,hit
The Green Hornet,19.6,5.8,32.0,49.375,6.112,10.182,15.7518,0.49696561,120000000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227817248,0.898477067,hit
Jack and Jill,57.304,3.3,47.0,36.75,8.054,12.03366667,16.8188,0.239231279,79000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149673788,0.894604911,hit
Something Borrowed,27.548,5.8,80.0,43.125,1.524,5.842333333,15.0338,0.621052632,35000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65100369,0.860010543,hit
Ra.One,10.26,4.9,192.0,30.5,,,8.0858,0.526178011,19500000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35911689,0.841625077,hit
The Tree of Life,20.376,6.8,138.0,54.5,3.704,8.3928,11.96,0.610032363,32000000.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58409247,0.825288969,hit
Rango,74.386,7.2,20.0,42.25,4.916,2.569333333,22.7572,0.501953125,135000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245724603,0.820182244,hit
Winnie the Pooh,25.09,7.2,109.0,57.125,,2.192,7.7266,0.701030928,30000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49871429,0.662380967,hit
The Adventurers,11.07,5.6,,50.5,29.221,15.406,14.4502,83.03571429,22500000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36796816,0.635414044,hit
Colombiana,94.43,6.4,93.0,73.875,3.334,6.143,15.6778,0.413888889,40000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63458440,0.586461,hit
Don't Be Afraid of the Dark,29.924,5.5,115.0,45.375,3.109,0.6,13.2606,-0.036028823,25000000.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,38269529,0.53078116,hit
What's Your Number?,18.446,6.0,135.0,41.5,3.539,2.0455,12.0334,0.830452675,20000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30426096,0.5213048,hit
The Eagle,18.161,6.2,125.0,64.875,3.906,1.94,17.5286,0.580246914,25000000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37989684,0.51958736,hit
Shark Night,19.711,4.0,126.0,40.625,6.923,2.099666667,12.0416,0.130094044,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41363927,0.477283107,hit
Arthur Christmas,22.612,7.1,70.0,53.5,2.711,2.08375,17.651,0.752981261,100000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147419472,0.47419472,hit
30 Minutes or Less,59.899,6.1,91.0,45.125,16.871,6.349,15.1046,0.611074489,28000000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40662632,0.452236857,hit
The Change-Up,70.745,6.3,90.0,55.875,8.448,9.315,22.828,0.433850702,52000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75450437,0.450969942,hit
The Sitter,17.095,5.6,110.0,43.75,4.231,7.372,9.783,0.450951684,25000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34942188,0.39768752,hit
Country Strong,12.365,6.3,124.0,48.625,1.012,17.6645,8.8116,0.897678418,15000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20601987,0.3734658,hit
I Don't Know How She Does It,25.415,4.9,151.0,43.125,4.512,1.426,19.2286,0.353233831,24000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31410151,0.308756292,hit
Priest,26.607,5.7,105.0,63.125,0.896,4.113,15.9804,0.036643026,60000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78309505,0.305158417,hit
Happy Feet Two,77.981,5.9,54.0,42.125,8.791,4.483666667,10.51,0.947281713,130000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159196259,0.224586608,hit
Arthur,32.207,5.7,103.0,81.75,7.266,1.7355,15.3622,0.483072917,40000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48147945,0.203698625,hit
Hollywoo,7.845,5.0,,28.25,1.717,2.188,4.2704,38.69463869,18300000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20587850,0.125019126,hit
Green Lantern,111.634,5.5,24.0,45.25,5.754,6.8965,22.4584,0.392217418,200000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,219851172,0.09925586,hit
Sucker Punch,104.848,6.1,95.0,36.875,0.98,,16.5386,-0.415659955,82000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89792502,0.095030512,hit
Hugo,27.517,7.5,68.0,80.5,21.503,29.6465,22.8068,0.511727079,170000000.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185770160,0.092765647,hit
Cowboys & Aliens,89.522,6.0,30.0,42.625,25.21,6.9568,16.8082,0.469172932,163000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,174822325,0.072529601,hit
The Dilemma,9.797,5.3,69.0,41.375,9.634,8.765666667,24.2366,-0.022429116,70000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69721966,-0.003971914,flop
The Way Back,19.554,6.7,190.0,68.25,,,9.3328,0.352941177,25000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24172201,-0.03311196,flop
Warrior,96.281,8.2,137.0,83.625,4.501,2.5505,24.2792,0.531941809,25000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23308615,-0.0676554,flop
Killer Elite,63.456,6.4,111.0,47.125,1.224,1.91675,24.6832,-0.612875537,66000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57777106,-0.124589303,flop
The Thing,49.856,8.2,130.0,65.75,6.307,1.925,10.3562,0.141525917,38000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,31505287,-0.1709135,flop
Drive Angry,40.895,5.4,145.0,55.875,3.465,3.17,23.512,-0.492184199,50000000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40909909,-0.18180182,flop
Dream House,15.199,6.0,121.0,43.5,0.98,1.4,19.0198,0.557659208,50000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39984400,-0.200312,flop
Biutiful,9.46,7.4,166.0,55.5,5.773,3.058,6.135,0.474878444,35000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25147786,-0.281491829,flop
Conan the Barbarian,98.584,5.1,122.0,46.5,3.862,3.006625,21.9388,0.290140845,90000000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63523283,-0.294185744,flop
The Rum Diary,13.731,6.2,139.0,45.625,1.155,17.401,24.0942,0.40549273,45000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30134958,-0.330334267,flop
Your Highness,14.04,5.5,119.0,43.25,4.231,2.586,18.5174,0.435076923,49900000.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28013733,-0.438602545,flop
Mars Needs Moms,36.178,5.4,120.0,49.875,3.432,5.232,16.69,-0.18245391,150000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39233678,-0.738442147,flop
The Devil Inside,28.663,4.2,60.0,30.375,3.262,1.024,2.9838,-0.858937981,1000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101758490,100.75849,hit
Anna Karenina,17.696,6.6,144.0,50.5,9.492,3.284666667,17.0262,0.492125984,1152000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68929150,58.8343316,hit
Lost in Thailand,5.685,6.2,,55.625,5.817,2.339,9.323,-8.108108108,4600000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208000000,44.2173913,hit
Chernobyl Diaries,48.85,5.0,124.0,38.625,5.687,1.7425,9.0838,0.026836158,1000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38390020,37.39002,hit
The Intouchables,116.444,8.5,147.0,67.875,,2.760333333,7.0132,0.809725159,13000000.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426588510,31.81450077,hit
Paranormal Activity 4,35.742,4.6,59.0,54.125,,4.103,6.154,0.104965431,5000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,142817992,27.5635984,hit
Sinister,54.594,6.8,68.0,50.625,5.931,5.0645,13.6898,-0.813858139,3000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,82515113,26.50503767,hit
Magic Mike,37.235,6.1,23.0,35.0,4.052,12.9325,13.689,0.510499638,7000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167739368,22.96276686,hit
The Inbetweeners,15.587,6.7,,83.5,3.08,4.091,4.5996,0.470230863,4478250.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88823111,18.83433506,hit
The Best Exotic Marigold Hotel,13.953,7.2,72.0,72.5,5.349,3.5825,14.4582,0.990384615,10000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136836156,12.6836156,hit
2016: Obama's America,4.99,5.1,100.0,50.0,,0.6,2.7588,0.399021663,2500000.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33449086,12.3796344,hit
Beasts of the Southern Wild,8.844,7.2,143.0,42.625,1.96,1.017333333,3.2176,65.11456024,1800000.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21107746,10.72652556,hit
Silver Linings Playbook,43.83,7.7,108.0,65.125,2.742,1.613,24.9848,0.791294643,21000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,236412453,10.25773586,hit
Ted,117.754,6.9,9.0,55.5,11.601,4.148,21.1322,0.454681648,50000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549368315,9.9873663,hit
Chronicle,81.259,7.0,45.0,62.5,1.951,2.466,10.9022,0.444145357,15000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,145000000,8.666666667,hit
The Hunger Games,79.875,7.2,3.0,43.5,10.546,2.535,16.2316,-0.17502124,75000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,694394724,8.25859632,hit
Ice Age 4: Continental Drift,154.834,6.5,14.0,67.375,,2.747,13.2322,0.841463415,95000000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877244782,8.2341556,hit
The Iron Lady,11.696,6.4,105.0,64.875,4.096,1.4,8.7594,0.38261576,13000000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115890699,7.914669154,hit
Project X,286.614,6.7,57.0,35.25,1.094,,5.3718,0.527346388,12000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102731865,7.56098875,hit
Taken 2,116.512,6.2,17.0,52.25,3.334,8.055,20.8472,0.313510019,45000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,376141306,7.358695689,hit
Nameless Gangster: Rules of the Time,15.142,7.0,,,,,10.0946,,4000000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32472645,7.11816125,hit
End of Watch,18.477,7.6,85.0,36.625,11.481,4.03275,20.348,0.489795918,7000000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55078146,6.868306571,hit
The Woman in Black,21.868,6.4,58.0,48.125,2.948,1.342333333,16.5122,0.204819277,17000000.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,128955898,6.585641059,hit
Les Misérables,24.366,7.6,37.0,54.625,5.218,3.1555,26.0104,,61000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,442299309,6.250808344,hit
Chimpanzee,8.163,7.1,106.0,42.0,,1.806666667,,0.651424785,5000000.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34823764,5.9647528,hit
The Twilight Saga: Breaking Dawn - Part 2,142.613,5.6,5.0,33.25,9.832,4.289333333,22.5046,0.686468647,120000000.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,829746820,5.914556833,hit
The Avengers,332.796,8.1,1.0,66.5,2.744,,27.4548,0.502040816,220000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1518815515,5.903706886,hit
Act of Valor,20.236,6.5,38.0,40.25,,2.5835,7.8252,0.590379009,12000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82497035,5.874752917,hit
Pitch Perfect,37.956,7.2,46.0,73.375,10.184,11.78,13.9226,0.879164816,17000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,115400000,5.788235294,hit
The Vow,42.849,6.8,22.0,46.125,,,19.3236,0.481384716,30000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,196114570,5.537152333,hit
The Secret World of Arrietty,43.767,7.6,120.0,44.0,,3.971,6.0588,0.541052632,23000000.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148800274,5.46957713,hit
House at the End of the Street,15.84,5.5,101.0,43.0,2.216,1.827333333,17.6944,0.165229885,6900000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44287131,5.418424783,hit
The Possession,27.53,5.9,66.0,45.0,5.561,5.590666667,10.1268,0.076815642,14000000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,85446075,5.103291071,hit
Looper,58.906,7.4,41.0,38.0,6.001,2.407,25.1998,0.471674877,30000000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176506819,4.883560633,hit
Skyfall,107.116,7.8,4.0,75.375,8.541,6.928,19.9114,0.598948061,200000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108569499,4.542847495,hit
StreetDance 2,18.254,5.6,,49.875,,2.178,6.2108,74.74320242,8960000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,46960833,4.241164397,hit
